symbol,date,n_candidates,chosen,settle,rejected,rejected_settles,reason
6J,2025-09-15,4,id42000602,0.0068075,id42000602|id6796|id6796,0.01|0.01|0.01,matches next day (roll already happened)
6J,2025-10-10,4,id42039890,0.006615,id42000602|id42000602|id42039890,0.01|0.01|0.01,matches next day (roll already happened)
6J,2025-12-15,4,id42008076,0.0064625,id4197|id4197|id42008076,0.01|0.01|0.01,matches next day (roll already happened)
6J,2026-01-16,4,id42000442,0.00634,id42000442|id42008076|id42008076,0.01|0.01|0.01,matches next day (roll already happened)
6J,2026-02-13,4,id10908,0.0065625,id10908|id42000442|id42000442,0.01|0.01|0.01,matches next day (roll already happened)
6M,2010-06-14,4,id12970,0.078675,id12970|id15393|id15393,0.08|0.08|0.08,matches next day (roll already happened)
6M,2010-07-19,4,id9747,0.07745,id9747|id12970|id12970,0.08|0.08|0.08,matches next day (roll already happened)
6M,2010-08-16,4,id5839,0.078675,id5839|id9747|id9747,0.08|0.08|0.08,matches next day (roll already happened)
6M,2010-09-13,4,id9974,0.07765,id5839|id5839|id9974,0.08|0.08|0.08,matches next day (roll already happened)
6M,2010-10-18,4,id6676,0.080675,id6676|id9974|id9974,0.08|0.08|0.08,matches next day (roll already happened)
6M,2010-11-15,4,id9531,0.0814,id6676|id6676|id9531,0.08|0.08|0.08,matches next day (roll already happened)
6M,2010-12-13,4,id43922,0.080775,id9531|id9531|id43922,0.08|0.08|0.08,matches next day (roll already happened)
6M,2011-01-14,4,id26511,0.083125,id26511|id43922|id43922,0.08|0.08|0.08,matches next day (roll already happened)
6M,2011-02-14,4,id7273,0.08285,id7273|id26511|id26511,0.08|0.08|0.08,matches next day (roll already happened)
6M,2011-05-16,4,id17689,0.08495,id17689|id13674|id13674,0.08|0.09|0.09,matches next day (roll already happened)
6M,2011-06-13,4,id30041,0.0842,id17689|id17689|id30041,0.08|0.08|0.08,matches next day (roll already happened)
6M,2011-07-18,4,id36837,0.085025,id36837|id30041|id30041,0.09|0.08|0.08,matches next day (roll already happened)
6M,2011-08-15,4,id32234,0.08165,id32234|id36837|id36837,0.08|0.08|0.08,matches next day (roll already happened)
6M,2011-09-19,4,id62299,0.075725,id62299|id32234|id32234,0.08|0.08|0.08,matches next day (roll already happened)
6M,2011-10-17,4,id51015,0.074,id51015|id62299|id62299,0.07|0.08|0.08,matches next day (roll already happened)
6M,2011-11-14,4,id55758,0.073625,id51015|id51015|id55758,0.07|0.07|0.07,matches next day (roll already happened)
6M,2011-12-19,4,id32672,0.07195,id32672|id55758|id55758,0.07|0.07|0.07,matches next day (roll already happened)
6M,2012-01-13,4,id77952,0.0732,id32672|id32672|id77952,0.07|0.07|0.07,matches next day (roll already happened)
6M,2012-02-13,4,id184672,0.078625,id184672|id77952|id77952,0.08|0.08|0.08,matches next day (roll already happened)
6M,2012-03-19,4,id79513,0.0791,id184672|id184672|id79513,0.08|0.08|0.08,matches next day (roll already happened)
6M,2012-04-16,4,id70678,0.075475,id70678|id79513|id79513,0.08|0.08|0.08,matches next day (roll already happened)
6M,2012-05-14,4,id81221,0.0729,id81221|id70678|id70678,0.07|0.07|0.07,matches next day (roll already happened)
6M,2012-06-18,4,id91571,0.0719,id81221|id81221|id91571,0.07|0.07|0.07,matches next day (roll already happened)
6M,2012-07-16,4,id75084,0.075375,id91571|id91571|id75084,0.08|0.08|0.08,matches next day (roll already happened)
6M,2012-08-13,4,id90334,0.07585,id75084|id75084|id90334,0.08|0.08|0.08,matches next day (roll already happened)
6M,2013-02-15,4,id36659,0.0785,id30862|id30862|id36659,0.08|0.08|0.08,matches next day (roll already happened)
6M,2013-10-11,4,id155371,0.076725,id155371|id9716|id9716,0.08|0.08|0.08,matches next day (roll already happened)
6M,2013-11-18,4,id20589,0.077425,id20589|id155371|id155371,0.08|0.08|0.08,matches next day (roll already happened)
6M,2013-12-16,4,id379066,0.077075,id20589|id20589|id379066,0.08|0.08|0.08,matches next day (roll already happened)
6M,2014-01-13,4,id505368,0.07625,id379066|id379066|id505368,0.08|0.08|0.08,matches next day (roll already happened)
6M,2014-02-14,4,id12224,0.075375,id505368|id505368|id12224,0.08|0.08|0.08,matches next day (roll already happened)
6M,2014-10-10,4,id31530,0.07426,id15286|id15286|id31530,0.07|0.07|0.07,matches next day (roll already happened)
6M,2015-01-16,4,id81254,0.06852,id192941|id192941|id81254,0.07|0.07|0.07,matches next day (roll already happened)
6M,2015-02-13,4,id5954,0.06698,id5954|id81254|id81254,0.07|0.07|0.07,matches next day (roll already happened)
6M,2015-09-14,4,id20161,0.05945,id20161|id49502|id49502,0.06|0.06|0.06,matches next day (roll already happened)
6M,2015-11-16,4,id128246,0.0594,id14956|id14956|id128246,0.06|0.06|0.06,matches next day (roll already happened)
6M,2015-12-14,4,id178015,0.05755,id128246|id128246|id178015,0.06|0.06|0.06,matches next day (roll already happened)
6M,2016-01-15,4,id84005,0.05464,id178015|id178015|id84005,0.06|0.06|0.05,matches next day (roll already happened)
6M,2016-02-12,4,id16618,0.05276,id84005|id84005|id16618,0.05|0.05|0.05,matches next day (roll already happened)
6M,2016-11-14,4,id121269,0.04799,id121269|id140162|id140162,0.05|0.05|0.05,matches next day (roll already happened)
6M,2016-12-19,4,id78281,0.0489,id121269|id121269|id78281,0.05|0.05|0.05,matches next day (roll already happened)
6M,2017-01-13,4,id48457,0.04626,id48457|id78281|id78281,0.05|0.0|0.0,matches next day (roll already happened)
6M,2017-02-13,4,id129875,0.049,id129875|id48457|id48457,0.05|0.05|0.05,matches next day (roll already happened)
6M,2017-11-13,4,id2366,0.05198,id2366|id221828|id221828,0.05|0.05|0.05,matches next day (roll already happened)
6M,2017-12-18,4,id86210,0.05219,id2366|id2366|id86210,0.05|0.05|0.05,matches next day (roll already happened)
6M,2018-01-12,4,id1022,0.05224,id1022|id86210|id86210,0.05|0.05|0.05,matches next day (roll already happened)
6M,2018-02-16,4,id162901,0.05378,id1022|id1022|id162901,0.05|0.05|0.05,matches next day (roll already happened)
6M,2018-11-19,4,id138504,0.04883,id167717|id167717|id138504,0.05|0.05|0.05,matches next day (roll already happened)
6M,2018-12-17,4,id191001,0.04956,id138504|id138504|id191001,0.05|0.05|0.05,matches next day (roll already happened)
6M,2019-01-14,4,id13533,0.05244,id13533|id191001|id191001,0.05|0.05|0.05,matches next day (roll already happened)
6M,2019-02-15,4,id153863,0.05166,id153863|id13533|id13533,0.05|0.05|0.05,matches next day (roll already happened)
6M,2019-10-11,4,id197028,0.0515,id197028|id173098|id173098,0.05|0.05|0.05,matches next day (roll already happened)
6M,2019-11-18,4,id208552,0.05157,id197028|id197028|id208552,0.05|0.05|0.05,matches next day (roll already happened)
6M,2019-12-16,4,id305208,0.05262,id305208|id208552|id208552,0.05|0.05|0.05,matches next day (roll already happened)
6M,2020-01-13,4,id249502,0.05299,id249502|id305208|id305208,0.05|0.05|0.05,matches next day (roll already happened)
6M,2020-02-14,4,id197664,0.05363,id197664|id249502|id249502,0.05|0.05|0.05,matches next day (roll already happened)
6M,2020-11-16,4,id85115,0.04913,id266|id266|id85115,0.05|0.05|0.05,matches next day (roll already happened)
6M,2021-01-15,4,id6579,0.05039,id6579|id146961|id146961,0.05|0.05|0.05,matches next day (roll already happened)
6M,2021-02-12,4,id216456,0.04996,id216456|id6579|id6579,0.05|0.05|0.05,matches next day (roll already happened)
6M,2021-04-19,4,id3357,0.0503,id3357|id33507|id33507,0.05|0.05|0.05,matches next day (roll already happened)
6M,2021-05-17,4,id7535,0.05042,id3357|id3357|id7535,0.05|0.05|0.05,matches next day (roll already happened)
6M,2021-12-13,4,id8379,0.04737,id4406|id4406|id8379,0.05|0.05|0.05,matches next day (roll already happened)
6M,2022-01-14,4,id15234,0.049,id15234|id8379|id8379,0.05|0.05|0.05,matches next day (roll already happened)
6M,2022-02-14,4,id25340,0.04866,id15234|id15234|id25340,0.05|0.05|0.05,matches next day (roll already happened)
6M,2022-11-14,4,id4288,0.05138,id12135|id12135|id4288,0.05|0.05|0.05,matches next day (roll already happened)
6M,2023-01-13,4,id11276,0.05302,id8433|id8433|id11276,0.05|0.05|0.05,matches next day (roll already happened)
6M,2023-02-13,4,id22412,0.05349,id11276|id11276|id22412,0.05|0.05|0.05,matches next day (roll already happened)
6M,2023-05-15,4,id168347,0.05694,id168347|id4853|id4853,0.06|0.06|0.06,matches next day (roll already happened)
6M,2023-06-16,4,id14325,0.05835,id168347|id168347|id14325,0.06|0.06|0.06,matches next day (roll already happened)
6M,2023-12-18,4,id3521,0.05802,id30974|id30974|id3521,0.06|0.06|0.06,matches next day (roll already happened)
6M,2024-01-12,4,id19192,0.05897,id19192|id3521|id3521,0.06|0.06|0.06,matches next day (roll already happened)
6M,2024-02-16,4,id5082,0.05837,id19192|id19192|id5082,0.06|0.06|0.06,matches next day (roll already happened)
6M,2024-10-11,4,id42000208,0.05154,id42000208|id42012263|id42012263,0.05|0.05|0.05,matches next day (roll already happened)
6M,2024-11-18,4,id3563,0.04924,id42000208|id42000208|id3563,0.05|0.05|0.05,matches next day (roll already happened)
6M,2025-02-14,4,id42007011,0.04906,id42007011|id42015317|id42015317,0.05|0.05|0.05,matches next day (roll already happened)
6M,2025-03-17,4,id42009009,0.04999,id42007011|id42007011|id42009009,0.05|0.05|0.05,matches next day (roll already happened)
6M,2025-09-15,4,id42187310,0.05435,id42000237|id42000237|id42187310,0.05|0.05|0.05,matches next day (roll already happened)
6M,2025-10-10,4,id42004120,0.05359,id42187310|id42187310|id42004120,0.05|0.05|0.05,matches next day (roll already happened)
6M,2025-12-15,4,id42007630,0.05546,id42011827|id42011827|id42007630,0.06|0.06|0.06,matches next day (roll already happened)
6M,2026-01-16,4,id42021184,0.05652,id42021184|id42007630|id42007630,0.06|0.06|0.06,matches next day (roll already happened)
6M,2026-02-13,4,id42000634,0.05814,id42000634|id42021184|id42021184,0.06|0.06|0.06,matches next day (roll already happened)
6N,2010-06-14,4,id8585,0.6931,id26584|id26584|id8585,0.7|0.7|0.69,matches next day (roll already happened)
6N,2010-09-13,4,id12985,0.728,id12985|id8585|id8585,0.73|0.73|0.73,matches next day (roll already happened)
6N,2010-12-13,4,id12211,0.7508,id12211|id12985|id12985,0.75|0.75|0.75,matches next day (roll already happened)
6N,2011-06-13,4,id4593,0.8103,id4593|id70393|id70393,0.81|0.81|0.81,matches next day (roll already happened)
6N,2011-09-19,4,id6684,0.8143,id4593|id4593|id6684,0.82|0.82|0.81,matches next day (roll already happened)
6N,2011-12-19,4,id98542,0.7525,id6684|id6684|id98542,0.76|0.76|0.75,matches next day (roll already happened)
6N,2012-03-19,4,id29016,0.8219,id29016|id98542|id98542,0.82|0.82|0.82,matches next day (roll already happened)
6N,2012-06-18,4,id12969,0.787,id12969|id29016|id29016,0.79|0.79|0.79,matches next day (roll already happened)
6N,2013-12-16,4,id5131,0.8206,id8457|id8457|id5131,0.83|0.83|0.82,matches next day (roll already happened)
6N,2015-09-14,4,id5611,0.629,id1207|id1207|id5611,0.63|0.63|0.63,matches next day (roll already happened)
6N,2015-12-14,4,id24167,0.6732,id24167|id5611|id5611,0.67|0.68|0.68,matches next day (roll already happened)
6N,2016-12-19,4,id110002,0.6917,id110002|id71373|id71373,0.69|0.69|0.69,matches next day (roll already happened)
6N,2017-12-18,4,id242919,0.6987,id74983|id74983|id242919,0.7|0.7|0.7,matches next day (roll already happened)
6N,2018-12-17,4,id48780,0.6817,id11098|id11098|id48780,0.68|0.68|0.68,matches next day (roll already happened)
6N,2019-12-16,4,id173178,0.6608,id12245|id12245|id173178,0.66|0.66|0.66,matches next day (roll already happened)
6N,2021-12-13,4,id4708,0.6749,id4708|id9250|id9250,0.67|0.68|0.68,matches next day (roll already happened)
6N,2023-06-16,4,id16407,0.6229,id16407|id8789|id8789,0.62|0.62|0.62,matches next day (roll already happened)
6N,2023-12-18,4,id2259,0.62115,id22159|id22159|id2259,0.62|0.62|0.62,matches next day (roll already happened)
6N,2025-03-17,4,id42003953,0.58375,id42003953|id42008173|id42008173,0.58|0.58|0.58,matches next day (roll already happened)
6N,2025-09-15,4,id42445133,0.599,id42008513|id42008513|id42445133,0.6|0.6|0.6,matches next day (roll already happened)
6N,2025-12-15,4,id42130905,0.58085,id42130905|id42445133|id42445133,0.58|0.58|0.58,matches next day (roll already happened)
6S,2010-06-14,4,id8572,0.878,id26527|id26527|id8572,0.88|0.88|0.88,matches next day (roll already happened)
6S,2010-09-13,4,id12947,0.9928,id12947|id8572|id8572,0.99|0.99|0.99,matches next day (roll already happened)
6S,2010-12-13,4,id9893,1.0341,id12947|id12947|id9893,1.03|1.03|1.03,matches next day (roll already happened)
6S,2011-06-13,4,id77487,1.1941,id12733|id12733|id77487,1.2|1.2|1.19,matches next day (roll already happened)
6S,2011-09-19,4,id36159,1.136,id36159|id77487|id77487,1.14|1.13|1.13,matches next day (roll already happened)
6S,2011-12-19,4,id22348,1.0704,id22348|id36159|id36159,1.07|1.07|1.07,matches next day (roll already happened)
6S,2012-03-19,4,id2528,1.0985,id22348|id22348|id2528,1.09|1.09|1.1,matches next day (roll already happened)
6S,2012-06-18,4,id56108,1.0499,id2528|id2528|id56108,1.05|1.05|1.05,matches next day (roll already happened)
6S,2013-12-16,4,id8009,1.1282,id9995|id9995|id8009,1.13|1.13|1.13,matches next day (roll already happened)
6S,2015-09-14,4,id173514,1.0356,id173505|id173505|id173514,1.03|1.03|1.04,matches next day (roll already happened)
6S,2015-12-14,4,id173515,1.0196,id173514|id173514|id173515,1.02|1.02|1.02,matches next day (roll already happened)
6S,2016-12-19,4,id173600,0.9791,id173595|id173595|id173600,0.98|0.98|0.98,matches next day (roll already happened)
6S,2017-12-18,4,id173640,1.0228,id173640|id173625|id173625,1.02|1.01|1.01,matches next day (roll already happened)
6S,2018-12-17,4,id787,1.0167,id193206|id193206|id787,1.01|1.01|1.02,matches next day (roll already happened)
6S,2019-12-16,4,id24929,1.0249,id178513|id178513|id24929,1.02|1.02|1.02,matches next day (roll already happened)
6S,2021-12-13,4,id31130,1.0878,id31130|id85931|id85931,1.09|1.08|1.08,matches next day (roll already happened)
6S,2023-06-16,4,id172318,1.12955,id12918|id12918|id172318,1.12|1.12|1.13,matches next day (roll already happened)
6S,2023-12-18,4,id156650,1.16265,id156650|id305212|id305212,1.16|1.15|1.15,matches next day (roll already happened)
6S,2025-03-17,4,id6529,1.14775,id33558|id33558|id6529,1.13|1.13|1.15,matches next day (roll already happened)
6S,2025-09-15,4,id3811,1.27255,id3811|id7436|id7436,1.27|1.26|1.26,matches next day (roll already happened)
6S,2025-12-15,4,id13402,1.2678,id13402|id3811|id3811,1.27|1.26|1.26,matches next day (roll already happened)
HE,2010-06-14,4,id9852,80.05,id6114|id6114|id9852,77.92|77.92|80.05,matches next day (roll already happened)
HE,2010-07-15,4,id7424,80.825,id9852|id9852|id7424,77.85|77.85|80.82,matches next day (roll already happened)
HE,2010-08-13,4,id80,74.65,id7424|id7424|id80,82.88|82.88|74.65,matches next day (roll already happened)
HE,2010-10-14,4,id7464,68.85,id7464|id80|id80,68.85|73.0|73.0,matches next day (roll already happened)
HE,2010-12-14,4,id4792,76.125,id4792|id7464|id7464,76.12|68.92|68.92,matches next day (roll already happened)
HE,2011-02-14,4,id133,92.45,id133|id4792|id4792,92.45|85.68|85.68,matches next day (roll already happened)
HE,2011-05-13,4,id60306,94.55,id31932|id31932|id60306,92.85|92.85|94.55,matches next day (roll already happened)
HE,2011-06-14,4,id85462,94.45,id85462|id60306|id60306,94.45|91.85|91.85,matches next day (roll already happened)
HE,2011-07-15,4,id46254,98.95,id46254|id85462|id85462,98.95|95.15|95.15,matches next day (roll already happened)
HE,2011-08-12,4,id41831,89.475,id41831|id46254|id46254,89.48|107.45|107.45,matches next day (roll already happened)
HE,2011-10-14,4,id23302,90.075,id23302|id41831|id41831,90.08|93.58|93.58,matches next day (roll already happened)
HE,2011-12-14,4,id67251,86.325,id23302|id23302|id67251,85.7|85.7|86.32,matches next day (roll already happened)
HE,2012-02-14,4,id51074,89.625,id51074|id67251|id67251,89.62|87.1|87.1,matches next day (roll already happened)
HE,2012-04-16,4,id57953,88.55,id51074|id51074|id57953,82.3|82.3|88.55,matches next day (roll already happened)
HE,2012-05-14,4,id15822,85.375,id15822|id57953|id57953,85.38|79.35|79.35,matches next day (roll already happened)
HE,2012-06-14,4,id70608,94.525,id15822|id15822|id70608,94.75|94.75|94.52,matches next day (roll already happened)
HE,2012-07-16,4,id17124,90.425,id17124|id70608|id70608,90.42|97.08|97.08,matches next day (roll already happened)
HE,2012-08-14,4,id51042,77.425,id51042|id17124|id17124,77.42|91.8|91.8,matches next day (roll already happened)
HE,2012-10-12,4,id81979,78.375,id51042|id51042|id81979,82.75|82.75|78.38,matches next day (roll already happened)
HE,2012-12-14,4,id44521,85.4,id44521|id81979|id81979,85.4|82.0|82.0,matches next day (roll already happened)
HE,2013-02-14,4,id53025,84.325,id44521|id44521|id53025,87.68|87.68|84.32,matches next day (roll already happened)
HE,2013-04-12,4,id66363,87.375,id53025|id53025|id66363,82.22|82.22|87.38,matches next day (roll already happened)
HE,2013-06-14,4,id49736,98.025,id49736|id66367|id66367,98.02|102.3|102.3,matches next day (roll already happened)
HE,2013-12-13,4,id57483,87.175,id52078|id52078|id57483,81.25|81.25|87.18,matches next day (roll already happened)
HE,2014-02-14,4,id71370,96.175,id71370|id57483|id57483,96.18|86.52|86.52,matches next day (roll already happened)
HE,2014-10-14,4,id122575,94.925,id153896|id153896|id122575,109.52|109.52|94.92,matches next day (roll already happened)
HE,2014-12-12,4,id77509,83.25,id122575|id122575|id77509,87.52|87.52|83.25,matches next day (roll already happened)
